REG;Région;DEP;CODCAN;CAN;Canton;NBCOM;PMUN;PTOT
28;Normandie;14;15;1415;Honfleur-Deauville;17;29423;30029
28;Normandie;14;16;1416;Ifs;4;32070;32642
28;Normandie;14;17;1417;Lisieux;10;25932;26658
28;Normandie;14;18;1418;Livarot-Pays-d’Auge;12;21729;22340
28;Normandie;14;19;1419;Mézidon Vallée d’Auge;39;23975;24456
28;Normandie;14;20;1420;Ouistreham;11;35063;35645
28;Normandie;14;21;1421;Pont-l'Évêque;47;28654;29330
28;Normandie;14;22;1422;Le Hom;42;24819;25195
28;Normandie;14;23;1423;Trévières;59;26414;26854
28;Normandie;14;24;1424;Troarn;24;30537;30931
28;Normandie;14;25;1425;Vire-Normandie;9;23620;24539
84;Auvergne-Rhône-Alpes;15;01;1501;Arpajon-sur-Cère;14;11176;11486
84;Auvergne-Rhône-Alpes;15;02;1502;Aurillac-1;2;10343;10621
84;Auvergne-Rhône-Alpes;15;03;1503;Aurillac-2;1;9646;10482
84;Auvergne-Rhône-Alpes;15;04;1504;Aurillac-3;1;10148;10434
84;Auvergne-Rhône-Alpes;15;05;1505;Mauriac;20;10556;10927
84;Auvergne-Rhône-Alpes;15;06;1506;Maurs;18;11308;11732
84;Auvergne-Rhône-Alpes;15;07;1507;Murat;22;7786;8006
84;Auvergne-Rhône-Alpes;15;08;1508;Naucelles;16;10347;10625
84;Auvergne-Rhône-Alpes;15;09;1509;Neuvéglise-sur-Truyère;27;8608;8827
84;Auvergne-Rhône-Alpes;15;10;1510;Riom-ès-Montagnes;23;7557;7739
84;Auvergne-Rhône-Alpes;15;11;1511;Saint-Flour-1;24;8763;9096
84;Auvergne-Rhône-Alpes;15;12;1512;Saint-Flour-2;17;9364;9906
84;Auvergne-Rhône-Alpes;15;13;1513;Saint-Paul-des-Landes;22;8590;8796
84;Auvergne-Rhône-Alpes;15;14;1514;Vic-sur-Cère;23;11050;11324
84;Auvergne-Rhône-Alpes;15;15;1515;Ydes;19;8984;9154
75;Nouvelle-Aquitaine;16;01;1601;Angoulême-1;2;18576;19083
75;Nouvelle-Aquitaine;16;02;1602;Angoulême-2;2;19259;19930
75;Nouvelle-Aquitaine;16;03;1603;Angoulême-3;2;22750;23732
75;Nouvelle-Aquitaine;16;04;1604;Boëme-Echelle;13;18225;18569
75;Nouvelle-Aquitaine;16;05;1605;Boixe-et-Manslois;36;17469;17725
75;Nouvelle-Aquitaine;16;06;1606;Charente-Bonnieure;32;16781;17316
75;Nouvelle-Aquitaine;16;07;1607;Charente-Champagne;21;16748;17142
75;Nouvelle-Aquitaine;16;08;1608;Charente-Nord;46;18202;18639
75;Nouvelle-Aquitaine;16;09;1609;Charente-Sud;40;19890;20439
75;Nouvelle-Aquitaine;16;10;1610;Charente-Vienne;27;18417;18869
75;Nouvelle-Aquitaine;16;11;1611;Cognac-1;8;16257;16687
75;Nouvelle-Aquitaine;16;12;1612;Cognac-2;7;17518;17868
75;Nouvelle-Aquitaine;16;13;1613;La Couronne;4;15654;16127
75;Nouvelle-Aquitaine;16;14;1614;Gond-Pontouvre;4;20046;20480
75;Nouvelle-Aquitaine;16;15;1615;Jarnac;17;16066;16466
75;Nouvelle-Aquitaine;16;16;1616;Touvre-et-Braconne;6;18873;19274
75;Nouvelle-Aquitaine;16;17;1617;Tude-et-Lavalette;50;17545;17890
75;Nouvelle-Aquitaine;16;18;1618;Val de Nouère;23;20818;21222
75;Nouvelle-Aquitaine;16;19;1619;Val de Tardoire;27;21773;22152
75;Nouvelle-Aquitaine;17;01;1701;Aytré;4;30915;31526
75;Nouvelle-Aquitaine;17;02;1702;Chaniers;26;22706;23204
75;Nouvelle-Aquitaine;17;03;1703;Châtelaillon-Plage;8;22131;22576
75;Nouvelle-Aquitaine;17;04;1704;L'Île d'Oléron;8;22255;22619
75;Nouvelle-Aquitaine;17;05;1705;L'Île de Ré;10;17680;18014
75;Nouvelle-Aquitaine;17;06;1706;La Jarrie;14;27634;28158
75;Nouvelle-Aquitaine;17;07;1707;Jonzac;44;20668;21297
75;Nouvelle-Aquitaine;17;08;1708;Lagord;6;26773;27297
75;Nouvelle-Aquitaine;17;09;1709;Marans;20;31796;32219
75;Nouvelle-Aquitaine;17;10;1710;Marennes;13;21963;22400
75;Nouvelle-Aquitaine;17;11;1711;Matha;63;20912;21326
75;Nouvelle-Aquitaine;17;12;1712;Pons;39;21764;22449
75;Nouvelle-Aquitaine;17;13;1713;Rochefort;1;23092;23726
75;Nouvelle-Aquitaine;17;14;1714;La Rochelle-1;1;26301;26659
75;Nouvelle-Aquitaine;17;15;1715;La Rochelle-2;1;26110;27088
75;Nouvelle-Aquitaine;17;16;1716;La Rochelle-3;1;26124;26863
75;Nouvelle-Aquitaine;17;17;1717;Royan;3;28195;28917
75;Nouvelle-Aquitaine;17;18;1718;Saint-Jean-d'Angély;40;27706;28581
75;Nouvelle-Aquitaine;17;19;1719;Saint-Porchaire;20;20824;21458
75;Nouvelle-Aquitaine;17;20;1720;Saintes;1;25518;26906
75;Nouvelle-Aquitaine;17;21;1721;Saintonge Estuaire;23;20872;21269
75;Nouvelle-Aquitaine;17;22;1722;Saujon;9;22186;22597
75;Nouvelle-Aquitaine;17;23;1723;Surgères;19;29193;29784
75;Nouvelle-Aquitaine;17;24;1724;Thénac;25;20966;21668
75;Nouvelle-Aquitaine;17;25;1725;Tonnay-Charente;15;29076;29517
75;Nouvelle-Aquitaine;17;26;1726;La Tremblade;9;24044;24455
75;Nouvelle-Aquitaine;17;27;1727;Les Trois Monts;42;24000;24466
24;Centre-Val de Loire;18;01;1801;Aubigny-sur-Nère;15;15522;15805
24;Centre-Val de Loire;18;02;1802;Avord;33;18483;18913
24;Centre-Val de Loire;18;03;1803;Bourges-1;1;17905;18390
24;Centre-Val de Loire;18;04;1804;Bourges-2;1;15343;15522
24;Centre-Val de Loire;18;05;1805;Bourges-3;1;13697;14241
24;Centre-Val de Loire;18;06;1806;Bourges-4;1;16757;17570
24;Centre-Val de Loire;18;07;1807;Chârost;13;13871;14305
24;Centre-Val de Loire;18;08;1808;Châteaumeillant;38;14249;14489
24;Centre-Val de Loire;18;09;1809;Dun-sur-Auron;32;14698;14946
24;Centre-Val de Loire;18;10;1810;La Guerche-sur-l'Aubois;22;12677;12891
24;Centre-Val de Loire;18;11;1811;Mehun-sur-Yèvre;15;18773;19113
24;Centre-Val de Loire;18;12;1812;Saint-Amand-Montrond;13;15125;15547
24;Centre-Val de Loire;18;13;1813;Saint-Doulchard;3;15242;15598
24;Centre-Val de Loire;18;14;1814;Saint-Germain-du-Puy;18;15392;15650
24;Centre-Val de Loire;18;15;1815;Saint-Martin-d'Auxigny;15;17311;17672
24;Centre-Val de Loire;18;16;1816;Sancerre;36;18133;18521
24;Centre-Val de Loire;18;17;1817;Trouy;23;15745;16104
24;Centre-Val de Loire;18;18;1818;Vierzon-1;1;14925;15235
24;Centre-Val de Loire;18;19;1819;Vierzon-2;10;15725;15953
75;Nouvelle-Aquitaine;19;01;1901;Allassac;12;16339;16704
75;Nouvelle-Aquitaine;19;02;1902;Argentat-sur-Dordogne;30;11659;11995
75;Nouvelle-Aquitaine;19;03;1903;Brive-la-Gaillarde-1;1;11978;12345
75;Nouvelle-Aquitaine;19;04;1904;Brive-la-Gaillarde-2;1;12709;13086
75;Nouvelle-Aquitaine;19;05;1905;Brive-la-Gaillarde-3;3;12080;12332
75;Nouvelle-Aquitaine;19;06;1906;Brive-la-Gaillarde-4;1;13300;13657
75;Nouvelle-Aquitaine;19;07;1907;Égletons;17;10143;11059
75;Nouvelle-Aquitaine;19;08;1908;Haute-Dordogne;26;9924;10398
75;Nouvelle-Aquitaine;19;09;1909;Malemort;4;15443;15786
75;Nouvelle-Aquitaine;19;10;1910;Midi Corrézien;33;12233;12515
75;Nouvelle-Aquitaine;19;11;1911;Naves;13;11535;11984
75;Nouvelle-Aquitaine;19;12;1912;Plateau de Millevaches;33;10233;10592
75;Nouvelle-Aquitaine;19;13;1913;Saint-Pantaléon-de-Larche;13;15672;16036
75;Nouvelle-Aquitaine;19;14;1914;Sainte-Fortunade;20;10495;10768
75;Nouvelle-Aquitaine;19;15;1915;Seilhac-Monédières;21;12066;12412
75;Nouvelle-Aquitaine;19;16;1916;Tulle;1;13992;14653
75;Nouvelle-Aquitaine;19;17;1917;Ussel;11;11698;12113
75;Nouvelle-Aquitaine;19;18;1918;Uzerche;21;13925;14187
75;Nouvelle-Aquitaine;19;19;1919;L'Yssandonnais;21;14360;14837
27;Bourgogne-Franche-Comté;21;01;2101;Arnay-le-Duc;90;18709;19208
27;Bourgogne-Franche-Comté;21;02;2102;Auxonne;35;23390;23700
27;Bourgogne-Franche-Comté;21;03;2103;Beaune;1;20032;20694
27;Bourgogne-Franche-Comté;21;04;2104;Brazey-en-Plaine;38;20498;20851
27;Bourgogne-Franche-Comté;21;05;2105;Châtillon-sur-Seine;107;19481;20138
27;Bourgogne-Franche-Comté;21;06;2106;Chenôve;2;19754;19997
27;Bourgogne-Franche-Comté;21;07;2107;Chevigny-Saint-Sauveur;6;27009;27692
27;Bourgogne-Franche-Comté;21;08;2108;Dijon-1;1;25234;25791
27;Bourgogne-Franche-Comté;21;09;2109;Dijon-2;1;28913;29390
27;Bourgogne-Franche-Comté;21;10;2110;Dijon-3;1;24338;24930
27;Bourgogne-Franche-Comté;21;11;2111;Dijon-4;1;29395;30003
27;Bourgogne-Franche-Comté;21;12;2112;Dijon-5;1;26260;26885
27;Bourgogne-Franche-Comté;21;13;2113;Dijon-6;3;26073;26532
27;Bourgogne-Franche-Comté;21;14;2114;Fontaine-lès-Dijon;30;27853;28381
27;Bourgogne-Franche-Comté;21;15;2115;Genlis;22;22093;22508
27;Bourgogne-Franche-Comté;21;16;2116;Is-sur-Tille;50;19926;20272
27;Bourgogne-Franche-Comté;21;17;2117;Ladoix-Serrigny;38;20144;20753
27;Bourgogne-Franche-Comté;21;18;2118;Longvic;26;24115;24621
27;Bourgogne-Franche-Comté;21;19;2119;Montbard;57;17595;17966
27;Bourgogne-Franche-Comté;21;20;2120;Nuits-Saint-Georges;34;20729;21201
27;Bourgogne-Franche-Comté;21;21;2121;Saint-Apollinaire;37;27533;27992
27;Bourgogne-Franche-Comté;21;22;2122;Semur-en-Auxois;88;20898;21627
27;Bourgogne-Franche-Comté;21;23;2123;Talant;34;25531;26006
53;Bretagne;22;01;2201;Bégard;23;21843;22323
53;Bretagne;22;02;2202;Broons;26;23938;24696
53;Bretagne;22;03;2203;Callac;28;17773;18067
53;Bretagne;22;04;2204;Dinan;5;23738;24569
53;Bretagne;22;05;2205;Guingamp;9;26611;27853
53;Bretagne;22;06;2206;Lamballe-Armor;10;24883;25551
53;Bretagne;22;07;2207;Lannion;3;23709;24626
53;Bretagne;22;08;2208;Lanvallay;17;21304;21823
53;Bretagne;22;09;2209;Loudéac;10;18571;19091
53;Bretagne;22;10;2210;Guerlédan;22;18936;19375
53;Bretagne;22;11;2211;Paimpol;10;19113;19773
53;Bretagne;22;12;2212;Perros-Guirec;9;25539;26328
53;Bretagne;22;13;2213;Plaintel;9;19785;20291
53;Bretagne;22;14;2214;Plancoët;18;19297;19717
53;Bretagne;22;15;2215;Plélo;22;26068;26730
53;Bretagne;22;16;2216;Plénée-Jugon;11;19597;19946
53;Bretagne;22;17;2217;Pléneuf-Val-André;15;26337;26887
53;Bretagne;22;18;2218;Plérin;3;24221;24953
53;Bretagne;22;19;2219;Pleslin-Trigavou;9;20204;20715
53;Bretagne;22;20;2220;Plestin-les-Grèves;17;21054;21545
53;Bretagne;22;21;2221;Ploufragan;5;23133;23695
53;Bretagne;22;22;2222;Plouha;17;26991;27744
53;Bretagne;22;23;2223;Rostrenen;27;20350;21109
53;Bretagne;22;24;2224;Saint-Brieuc-1;1;22023;22679
53;Bretagne;22;25;2225;Saint-Brieuc-2;1;22201;22935
53;Bretagne;22;26;2226;Trégueux;4;25597;26201
53;Bretagne;22;27;2227;Tréguier;19;23101;24411
75;Nouvelle-Aquitaine;23;01;2301;Ahun;27;6953;7289
75;Nouvelle-Aquitaine;23;02;2302;Aubusson;21;8770;9031
75;Nouvelle-Aquitaine;23;03;2303;Auzances;35;7571;7694
75;Nouvelle-Aquitaine;23;04;2304;Bonnat;17;7215;7323
75;Nouvelle-Aquitaine;23;05;2305;Bourganeuf;16;6153;6448
75;Nouvelle-Aquitaine;23;06;2306;Boussac;17;6165;6241
75;Nouvelle-Aquitaine;23;07;2307;Dun-le-Palestel;17;7474;7669
75;Nouvelle-Aquitaine;23;08;2308;Évaux-les-Bains;17;6041;6127
75;Nouvelle-Aquitaine;23;09;2309;Felletin;19;6424;6701
75;Nouvelle-Aquitaine;23;10;2310;Gouzon;25;9324;9450
75;Nouvelle-Aquitaine;23;11;2311;Le Grand-Bourg;16;6794;6943
75;Nouvelle-Aquitaine;23;12;2312;Guéret-1;5;9279;9456
75;Nouvelle-Aquitaine;23;13;2313;Guéret-2;7;9317;9883
75;Nouvelle-Aquitaine;23;14;2314;Saint-Vaury;11;9333;9610
75;Nouvelle-Aquitaine;23;15;2315;La Souterraine;7;8889;9200
75;Nouvelle-Aquitaine;24;01;2401;Bergerac-1;1;17743;18304
75;Nouvelle-Aquitaine;24;02;2402;Bergerac-2;10;18197;18578
75;Nouvelle-Aquitaine;24;03;2403;Brantôme en Périgord;27;16543;16858
75;Nouvelle-Aquitaine;24;04;2404;Coulounieix-Chamiers;4;17192;17670
75;Nouvelle-Aquitaine;24;05;2405;Le Haut-Périgord Noir;31;14033;14274
75;Nouvelle-Aquitaine;24;06;2406;Isle-Loue-Auvézère;29;14613;14934
75;Nouvelle-Aquitaine;24;07;2407;Isle-Manoire;7;20280;20823
75;Nouvelle-Aquitaine;24;08;2408;Lalinde;46;17974;18318
75;Nouvelle-Aquitaine;24;09;2409;Montpon-Ménestérol;15;19118;19390
75;Nouvelle-Aquitaine;24;10;2410;Pays de la Force;14;17983;18335
75;Nouvelle-Aquitaine;24;11;2411;Pays de Montaigne et Gurson;20;14727;14979
75;Nouvelle-Aquitaine;24;12;2412;Périgord Central;33;14936;15167
75;Nouvelle-Aquitaine;24;13;2413;Périgord Vert Nontronnais;28;15112;15450
75;Nouvelle-Aquitaine;24;14;2414;Périgueux-1;1;15405;16268
75;Nouvelle-Aquitaine;24;15;2415;Périgueux-2;1;14111;14793
75;Nouvelle-Aquitaine;24;16;2416;Ribérac;33;14214;14654
75;Nouvelle-Aquitaine;24;17;2417;Saint-Astier;11;17252;17582
75;Nouvelle-Aquitaine;24;18;2418;Sarlat-la-Canéda;13;16155;16719
75;Nouvelle-Aquitaine;24;19;2419;Sud-Bergeracois;39;15280;15791
75;Nouvelle-Aquitaine;24;20;2420;Terrasson-Lavilledieu;24;19525;20001
75;Nouvelle-Aquitaine;24;21;2421;Thiviers;23;15640;16071
75;Nouvelle-Aquitaine;24;22;2422;Trélissac;8;17624;18009
75;Nouvelle-Aquitaine;24;23;2423;Vallée Dordogne;44;17699;18076
75;Nouvelle-Aquitaine;24;24;2424;Vallée de l'Isle;21;17139;17443
75;Nouvelle-Aquitaine;24;25;2425;Vallée de l'Homme;24;15235;15543
27;Bourgogne-Franche-Comté;25;01;2501;Audincourt;9;29893;30462
27;Bourgogne-Franche-Comté;25;02;2502;Baume-les-Dames;96;28577;29268
27;Bourgogne-Franche-Comté;25;03;2503;Bavans;71;30537;31232
27;Bourgogne-Franche-Comté;25;04;2504;Besançon-1;7;32588;33460
27;Bourgogne-Franche-Comté;25;05;2505;Besançon-2;12;30571;31315
27;Bourgogne-Franche-Comté;25;06;2506;Besançon-3;5;30145;31121
27;Bourgogne-Franche-Comté;25;07;2507;Besançon-4;7;31058;31629
27;Bourgogne-Franche-Comté;25;08;2508;Besançon-5;16;28717;29473
27;Bourgogne-Franche-Comté;25;09;2509;Besançon-6;11;30643;31458
27;Bourgogne-Franche-Comté;25;10;2510;Bethoncourt;11;30515;31014
27;Bourgogne-Franche-Comté;25;11;2511;Frasne;47;26317;27203
27;Bourgogne-Franche-Comté;25;12;2512;Maîche;51;24407;24929
27;Bourgogne-Franche-Comté;25;13;2513;Montbéliard;4;30410;31076
27;Bourgogne-Franche-Comté;25;14;2514;Morteau;25;27871;28858
27;Bourgogne-Franche-Comté;25;15;2515;Ornans;60;26564;27153
27;Bourgogne-Franche-Comté;25;16;2516;Pontarlier;10;28369;29487
27;Bourgogne-Franche-Comté;25;17;2517;Saint-Vit;61;24873;25311
27;Bourgogne-Franche-Comté;25;18;2518;Valdahon;58;26707;27405
27;Bourgogne-Franche-Comté;25;19;2519;Valentigney;15;28334;28900
84;Auvergne-Rhône-Alpes;26;01;2601;Bourg-de-Péage;3;28998;29697
84;Auvergne-Rhône-Alpes;26;02;2602;Crest;28;29576;30407
84;Auvergne-Rhône-Alpes;26;03;2603;Dieulefit;44;23862;24540
84;Auvergne-Rhône-Alpes;26;04;2604;Le Diois;62;14627;15060
84;Auvergne-Rhône-Alpes;26;05;2605;Drôme des collines;31;27887;29090
84;Auvergne-Rhône-Alpes;26;06;2606;Grignan;21;22424;22905
84;Auvergne-Rhône-Alpes;26;07;2607;Loriol-sur-Drôme;8;27269;27750
84;Auvergne-Rhône-Alpes;26;08;2608;Montélimar-1;6;28242;29034
84;Auvergne-Rhône-Alpes;26;09;2609;Montélimar-2;5;27494;28153
84;Auvergne-Rhône-Alpes;26;10;2610;Nyons et Baronnies;73;22478;22990
84;Auvergne-Rhône-Alpes;26;11;2611;Romans-sur-Isère;9;30967;31487
84;Auvergne-Rhône-Alpes;26;12;2612;Saint-Vallier;13;27867;28421
84;Auvergne-Rhône-Alpes;26;13;2613;Tain-l'Hermitage;14;28512;29269
84;Auvergne-Rhône-Alpes;26;14;2614;Le Tricastin;8;29757;30673
84;Auvergne-Rhône-Alpes;26;15;2615;Valence-1;3;31492;32210
84;Auvergne-Rhône-Alpes;26;16;2616;Valence-2;4;30837;31658
84;Auvergne-Rhône-Alpes;26;17;2617;Valence-3;5;32481;33167
84;Auvergne-Rhône-Alpes;26;18;2618;Valence-4;1;27902;28391
84;Auvergne-Rhône-Alpes;26;19;2619;Vercors-Monts du Matin;30;26786;27488
28;Normandie;27;01;2701;Les Andelys;26;27219;27821
28;Normandie;27;02;2702;Bernay;17;23628;24296
28;Normandie;27;03;2703;Beuzeville;61;31805;32307
28;Normandie;27;04;2704;Bourg-Achard;29;23452;23943
28;Normandie;27;05;2705;Grand Bourgtheroulde;25;28968;29509
28;Normandie;27;06;2706;Breteuil;42;23680;24172
28;Normandie;27;07;2707;Brionne;41;25428;25967
28;Normandie;27;08;2708;Conches-en-Ouche;29;21060;21496
28;Normandie;27;09;2709;Évreux-1;3;24591;25521
28;Normandie;27;10;2710;Évreux-2;12;28061;28614
28;Normandie;27;11;2711;Évreux-3;16;23458;23951
28;Normandie;27;12;2712;Gaillon;17;28922;29525
28;Normandie;27;13;2713;Gisors;34;31084;31644
28;Normandie;27;14;2714;Louviers;7;24286;24779
28;Normandie;27;15;2715;Le Neubourg;43;22896;23501
28;Normandie;27;16;2716;Pacy-sur-Eure;34;28869;29670
28;Normandie;27;17;2717;Pont-Audemer;26;27590;28323
28;Normandie;27;18;2718;Pont-de-l'Arche;20;23818;24232
28;Normandie;27;19;2719;Romilly-sur-Andelle;35;21668;21985
28;Normandie;27;20;2720;Saint-André-de-l'Eure;32;31148;31682
28;Normandie;27;21;2721;Val-de-Reuil;8;20422;20856
28;Normandie;27;22;2722;Verneuil d'Avre et d'Iton;28;28145;29068
28;Normandie;27;23;2723;Vernon;4;28736;29426
24;Centre-Val de Loire;28;01;2801;Anet;25;24986;25589
24;Centre-Val de Loire;28;02;2802;Auneau;32;25630;26100
24;Centre-Val de Loire;28;03;2803;Brou;24;22875;23315
24;Centre-Val de Loire;28;04;2804;Chartres-1;12;29547;30288
24;Centre-Val de Loire;28;05;2805;Chartres-2;15;27971;28757
24;Centre-Val de Loire;28;06;2806;Chartres-3;5;31105;31948
24;Centre-Val de Loire;28;07;2807;Châteaudun;25;31441;32338
24;Centre-Val de Loire;28;08;2808;Dreux-1;13;30100;30546
24;Centre-Val de Loire;28;09;2809;Dreux-2;14;31118;31664
24;Centre-Val de Loire;28;10;2810;Épernon;23;33669;34350
24;Centre-Val de Loire;28;11;2811;Illiers-Combray;40;26806;27686
24;Centre-Val de Loire;28;12;2812;Lucé;6;27471;28090
24;Centre-Val de Loire;28;13;2813;Nogent-le-Rotrou;30;27548;28392
24;Centre-Val de Loire;28;14;2814;Saint-Lubin-des-Joncherets;47;32848;33403
24;Centre-Val de Loire;28;15;2815;Les Villages Vovéens;57;28162;28663
53;Bretagne;29;01;2901;Brest-1;1;31519;31972
53;Bretagne;29;02;2902;Brest-2;1;35577;36061
53;Bretagne;29;03;2903;Brest-3;2;32256;32943
53;Bretagne;29;04;2904;Brest-4;4;35408;35990
53;Bretagne;29;05;2905;Brest-5;1;36464;37474
53;Bretagne;29;06;2906;Briec;18;27866;28636
53;Bretagne;29;07;2907;Carhaix-Plouguer;23;26447;27483
53;Bretagne;29;08;2908;Concarneau;6;39310;40641
53;Bretagne;29;09;2909;Crozon;18;31977;33129
53;Bretagne;29;10;2910;Douarnenez;16;33942;34764
53;Bretagne;29;11;2911;Fouesnant;8;37555;38791
53;Bretagne;29;12;2912;Guipavas;3;40696;41637
53;Bretagne;29;13;2913;Landerneau;9;29384;30263
53;Bretagne;29;14;2914;Landivisiau;19;33471;34339
53;Bretagne;29;15;2915;Lesneven;17;36390;37248
53;Bretagne;29;16;2916;Moëlan-sur-Mer;8;36171;37078
53;Bretagne;29;17;2917;Morlaix;10;36376;37408
53;Bretagne;29;18;2918;Plabennec;13;41682;42601
53;Bretagne;29;19;2919;Plonéour-Lanvern;16;30098;30846
53;Bretagne;29;20;2920;Plouigneau;16;28517;29473
53;Bretagne;29;21;2921;Pont-de-Buis-lès-Quimerch;17;27782;28514
53;Bretagne;29;22;2922;Pont-l'Abbé;6;26297;27123
53;Bretagne;29;23;2923;Quimper-1;7;40760;42029
53;Bretagne;29;24;2924;Quimper-2;1;39528;40947
53;Bretagne;29;25;2925;Quimperlé;11;32982;33930
53;Bretagne;29;26;2926;Saint-Pol-de-Léon;14;31574;32478
53;Bretagne;29;27;2927;Saint-Renan;17;41609;42533
94;Corse;2A;01;2A01;Ajaccio-1;1;17439;17618
94;Corse;2A;02;2A02;Ajaccio-2;1;14229;14388
94;Corse;2A;03;2A03;Ajaccio-3;1;17483;17652
94;Corse;2A;04;2A04;Ajaccio-4;1;14553;14743
94;Corse;2A;05;2A05;Ajaccio-5;4;18352;18657
94;Corse;2A;06;2A06;Bavella;6;14364;14586
94;Corse;2A;07;2A07;Grand Sud;8;14017;14243
94;Corse;2A;08;2A08;Gravona-Prunelli;15;16932;17242
94;Corse;2A;09;2A09;Sartenais-Valinco;25;11865;12074
94;Corse;2A;10;2A10;Sevi-Sorru-Cinarca;33;7723;7846
94;Corse;2A;11;2A11;Taravo-Ornano;34;15985;16258
94;Corse;2B;01;2B01;Bastia-1;2;13288;13486
94;Corse;2B;02;2B02;Bastia-2;1;13707;13894
94;Corse;2B;03;2B03;Bastia-3;1;15248;15301
94;Corse;2B;04;2B04;Bastia-4;2;15789;16144
94;Corse;2B;05;2B05;Biguglia-Nebbio;14;14220;14425
94;Corse;2B;06;2B06;Borgo;3;15985;16228
94;Corse;2B;07;2B07;Calvi;14;12667;12874
94;Corse;2B;08;2B08;Cap Corse;22;12642;12896
94;Corse;2B;09;2B09;Casinca-Fumalto;25;12946;13077
94;Corse;2B;10;2B10;Castagniccia;37;10465;10580
94;Corse;2B;11;2B11;Corte;8;9818;9947
94;Corse;2B;12;2B12;Fiumorbo-Castello;14;9112;9232
94;Corse;2B;13;2B13;Ghisonaccia;20;9695;9801
94;Corse;2B;14;2B14;Golo-Morosaglia;55;8700;8797
94;Corse;2B;15;2B15;L'île-Rousse;21;10373;10570
76;Occitanie;30;01;3001;Aigues-Mortes;7;35552;35998
76;Occitanie;30;02;3002;Alès-1;8;33465;34179
76;Occitanie;30;03;3003;Alès-2;15;32051;32496
76;Occitanie;30;04;3004;Alès-3;14;29106;29567
76;Occitanie;30;05;3005;Bagnols-sur-Cèze;11;28915;29552
76;Occitanie;30;06;3006;Beaucaire;7;37213;37638
76;Occitanie;30;07;3007;Calvisson;28;36991;37592
76;Occitanie;30;08;3008;La Grand-Combe;28;20970;21455
76;Occitanie;30;09;3009;Marguerittes;7;38029;38834
76;Occitanie;30;10;3010;Nîmes-1;1;37674;38394
76;Occitanie;30;11;3011;Nîmes-2;1;37538;37960
76;Occitanie;30;12;3012;Nîmes-3;1;35921;36396
76;Occitanie;30;13;3013;Nîmes-4;1;36519;37125
76;Occitanie;30;14;3014;Pont-Saint-Esprit;24;26735;27291
76;Occitanie;30;15;3015;Quissac;44;27753;28180
76;Occitanie;30;16;3016;Redessan;21;33621;34327
76;Occitanie;30;17;3017;Roquemaure;11;27372;27873
76;Occitanie;30;18;3018;Rousson;29;31804;32322
76;Occitanie;30;19;3019;Saint-Gilles;9;37504;38133
76;Occitanie;30;20;3020;Uzès;31;32598;33485
76;Occitanie;30;21;3021;Vauvert;10;42146;42656
76;Occitanie;30;22;3022;Le Vigan;44;22036;22623
76;Occitanie;30;23;3023;Villeneuve-lès-Avignon;5;35030;35967
76;Occitanie;31;01;3101;Auterive;47;54615;55644
76;Occitanie;31;02;3102;Bagnères-de-Luchon;131;33263;34405
76;Occitanie;31;03;3103;Blagnac;6;58697;59642
76;Occitanie;31;04;3104;Castanet-Tolosan;15;49564;50788
76;Occitanie;31;05;3105;Castelginest;10;59351;60019
76;Occitanie;31;06;3106;Cazères;91;43921;44804
76;Occitanie;31;07;3107;Escalquens;35;46508;47542
76;Occitanie;31;08;3108;Léguevin;35;57966;59351
76;Occitanie;31;09;3109;Muret;9;57807;58914
76;Occitanie;31;10;3110;Pechbonnieu;26;44519;45478
76;Occitanie;31;11;3111;Plaisance-du-Touch;10;51622;52762
76;Occitanie;31;12;3112;Portet-sur-Garonne;12;52080;52908
76;Occitanie;31;13;3113;Revel;59;42394;43368
76;Occitanie;31;14;3114;Saint-Gaudens;61;35162;36166
76;Occitanie;31;15;3115;Toulouse-1;1;60318;61037
76;Occitanie;31;16;3116;Toulouse-2;1;57892;58289
76;Occitanie;31;17;3117;Toulouse-3;1;51263;51876
76;Occitanie;31;18;3118;Toulouse-4;1;52380;52940
76;Occitanie;31;19;3119;Toulouse-5;1;47096;47398
76;Occitanie;31;20;3120;Toulouse-6;1;59140;59586
76;Occitanie;31;21;3121;Toulouse-7;4;61620;62458
76;Occitanie;31;22;3122;Toulouse-8;2;78622;79370
76;Occitanie;31;23;3123;Toulouse-9;3;57763;58526
76;Occitanie;31;24;3124;Toulouse-10;10;60838;62054
76;Occitanie;31;25;3125;Toulouse-11;2;53265;53929
76;Occitanie;31;26;3126;Tournefeuille;3;60149;61129
76;Occitanie;31;27;3127;Villemur-sur-Tarn;19;46552;47333
76;Occitanie;32;01;3201;Adour-Gersoise;34;9581;9944
76;Occitanie;32;02;3202;Armagnac-Ténarèze;15;10411;10623
76;Occitanie;32;03;3203;Astarac-Gimone;43;9168;9706
76;Occitanie;32;04;3204;Auch-1;6;11237;11957
76;Occitanie;32;05;3205;Auch-2;14;10424;10893
76;Occitanie;32;06;3206;Auch-3;10;12384;12620
76;Occitanie;32;07;3207;Baïse-Armagnac;15;11451;11754
76;Occitanie;32;08;3208;Fezensac;33;9052;9224
76;Occitanie;32;09;3209;Fleurance-Lomagne;33;13028;13386
76;Occitanie;32;10;3210;Gascogne-Auscitaine;22;9313;9578
76;Occitanie;32;11;3211;Gimone-Arrats;36;13862;14267
