REG;Région;DEP;CODCAN;CAN;Canton;NBCOM;PMUN;PTOT
76;Occitanie;32;12;3212;Grand-Bas-Armagnac;40;13491;13878
76;Occitanie;32;13;3213;L'Isle-Jourdain;10;15991;16384
76;Occitanie;32;14;3214;Lectoure-Lomagne;26;9530;10042
76;Occitanie;32;15;3215;Mirande-Astarac;43;12412;12915
76;Occitanie;32;16;3216;Pardiac-Rivière-Basse;43;9470;9792
76;Occitanie;32;17;3217;Val de Save;40;11632;11942
75;Nouvelle-Aquitaine;33;01;3301;Andernos-les-Bains;6;54848;55805
75;Nouvelle-Aquitaine;33;02;3302;Bordeaux-1;1;45731;46204
75;Nouvelle-Aquitaine;33;03;3303;Bordeaux-2;1;49492;50611
75;Nouvelle-Aquitaine;33;04;3304;Bordeaux-3;1;48684;49505
75;Nouvelle-Aquitaine;33;05;3305;Bordeaux-4;1;63808;64333
75;Nouvelle-Aquitaine;33;06;3306;Bordeaux-5;1;54089;54602
75;Nouvelle-Aquitaine;33;07;3307;Le Bouscat;2;44554;45077
75;Nouvelle-Aquitaine;33;08;3308;La Brède;13;46703;47795
75;Nouvelle-Aquitaine;33;09;3309;Cenon;3;48300;48739
75;Nouvelle-Aquitaine;33;10;3310;Les Coteaux de Dordogne;51;37458;38085
75;Nouvelle-Aquitaine;33;11;3311;Créon;23;52206;53144
75;Nouvelle-Aquitaine;33;12;3312;L'Entre-Deux-Mers;57;38277;39008
75;Nouvelle-Aquitaine;33;13;3313;L'Estuaire;38;42117;42898
75;Nouvelle-Aquitaine;33;14;3314;Gujan-Mestras;4;48239;49167
75;Nouvelle-Aquitaine;33;15;3315;Les Landes des Graves;25;48498;49256
75;Nouvelle-Aquitaine;33;16;3316;Le Libournais-Fronsadais;24;55300;56324
75;Nouvelle-Aquitaine;33;17;3317;Lormont;5;46110;46701
75;Nouvelle-Aquitaine;33;18;3318;Mérignac-1;2;52695;53300
75;Nouvelle-Aquitaine;33;19;3319;Mérignac-2;3;51760;52463
75;Nouvelle-Aquitaine;33;20;3320;Le Nord-Gironde;26;54932;55649
75;Nouvelle-Aquitaine;33;21;3321;Le Nord-Libournais;38;48830;49683
75;Nouvelle-Aquitaine;33;22;3322;Le Nord-Médoc;28;41839;42505
75;Nouvelle-Aquitaine;33;23;3323;Pessac-1;3;56143;56923
75;Nouvelle-Aquitaine;33;24;3324;Pessac-2;2;59157;59853
75;Nouvelle-Aquitaine;33;25;3325;Les Portes du Médoc;5;62977;64227
75;Nouvelle-Aquitaine;33;26;3326;La Presqu'île;9;53845;54423
75;Nouvelle-Aquitaine;33;27;3327;Le Réolais et Les Bastides;89;45535;46396
75;Nouvelle-Aquitaine;33;28;3328;Saint-Médard-en-Jalles;3;50848;51743
75;Nouvelle-Aquitaine;33;29;3329;Le Sud-Gironde;50;41147;42235
75;Nouvelle-Aquitaine;33;30;3330;Le Sud-Médoc;22;56495;57298
75;Nouvelle-Aquitaine;33;31;3331;Talence;2;51861;52963
75;Nouvelle-Aquitaine;33;32;3332;La Teste-de-Buch;2;37815;38502
75;Nouvelle-Aquitaine;33;33;3333;Villenave-d'Ornon;2;64677;65252
76;Occitanie;34;01;3401;Agde;5;51447;52164
76;Occitanie;34;02;3402;Béziers-1;6;41941;42599
76;Occitanie;34;03;3403;Béziers-2;3;43883;44407
76;Occitanie;34;04;3404;Béziers-3;9;47545;48439
76;Occitanie;34;05;3405;Cazouls-lès-Béziers;28;43421;44220
76;Occitanie;34;06;3406;Clermont-l'Hérault;40;45155;46101
76;Occitanie;34;07;3407;Le Crès;11;47306;48035
76;Occitanie;34;08;3408;Frontignan;6;46883;47381
76;Occitanie;34;09;3409;Gignac;28;41320;42053
76;Occitanie;34;10;3410;Lattes;5;55770;56443
76;Occitanie;34;11;3411;Lodève;54;36815;37728
76;Occitanie;34;12;3412;Lunel;14;51364;51987
76;Occitanie;34;13;3413;Mauguio;8;45401;45888
76;Occitanie;34;14;3414;Mèze;18;42643;43332
76;Occitanie;34;15;3415;Montpellier-1;2;55545;55988
76;Occitanie;34;16;3416;Montpellier-2;1;55897;56350
76;Occitanie;34;17;3417;Montpellier-3;1;53665;54659
76;Occitanie;34;18;3418;Montpellier-4;1;67298;67674
76;Occitanie;34;19;3419;Montpellier-5;1;53273;53853
76;Occitanie;34;20;3420;Montpellier - Castelnau-le-Lez;5;67325;68652
76;Occitanie;34;21;3421;Pézenas;15;37160;38024
76;Occitanie;34;22;3422;Pignan;8;45340;45867
76;Occitanie;34;23;3423;Saint-Gély-du-Fesc;20;46109;47221
76;Occitanie;34;24;3424;Saint-Pons-de-Thomières;59;34665;35425
76;Occitanie;34;25;3425;Sète;1;44712;45286
53;Bretagne;35;01;3501;Val-Couesnon;24;38223;38942
53;Bretagne;35;02;3502;Bain-de-Bretagne;20;32530;33172
53;Bretagne;35;03;3503;Betton;6;50909;52247
53;Bretagne;35;04;3504;Bruz;5;44985;45926
53;Bretagne;35;05;3505;Châteaugiron;11;43378;44317
53;Bretagne;35;06;3506;Combourg;24;33928;34702
53;Bretagne;35;07;3507;Dol-de-Bretagne;31;44860;46035
53;Bretagne;35;08;3508;Fougères-1;16;32604;33536
53;Bretagne;35;09;3509;Fougères-2;18;33099;33820
53;Bretagne;35;10;3510;La Guerche-de-Bretagne;31;42093;43081
53;Bretagne;35;11;3511;Guichen;15;35665;36372
53;Bretagne;35;12;3512;Janzé;10;42460;43232
53;Bretagne;35;13;3513;Liffré;9;37046;37820
53;Bretagne;35;14;3514;Melesse;15;38574;39288
53;Bretagne;35;15;3515;Montauban-de-Bretagne;22;35064;35885
53;Bretagne;35;16;3516;Montfort-sur-Meu;15;38790;39623
53;Bretagne;35;17;3517;Redon;15;36687;38076
53;Bretagne;35;18;3518;Rennes-1;1;41163;41940
53;Bretagne;35;19;3519;Rennes-2;1;43087;44206
53;Bretagne;35;20;3520;Rennes-3;2;43915;44409
53;Bretagne;35;21;3521;Rennes-4;1;37019;37618
53;Bretagne;35;22;3522;Rennes-5;2;48128;48999
53;Bretagne;35;23;3523;Rennes-6;2;47575;48436
53;Bretagne;35;24;3524;Le Rheu;9;45310;46116
53;Bretagne;35;25;3525;Saint-Malo-1;5;45743;47002
53;Bretagne;35;26;3526;Saint-Malo-2;8;45221;46573
53;Bretagne;35;27;3527;Vitré;22;40269;41377
24;Centre-Val de Loire;36;01;3601;Ardentes;12;17228;17812
24;Centre-Val de Loire;36;02;3602;Argenton-sur-Creuse;20;17693;18174
24;Centre-Val de Loire;36;03;3603;Le Blanc;27;18085;18555
24;Centre-Val de Loire;36;04;3604;Buzançais;20;20080;20591
24;Centre-Val de Loire;36;05;3605;Châteauroux-1;2;16895;17362
24;Centre-Val de Loire;36;06;3606;Châteauroux-2;1;16008;16687
24;Centre-Val de Loire;36;07;3607;Châteauroux-3;1;17690;18286
24;Centre-Val de Loire;36;08;3608;La Châtre;34;15732;16069
24;Centre-Val de Loire;36;09;3609;Issoudun;6;13172;13467
24;Centre-Val de Loire;36;10;3610;Levroux;34;16538;16818
24;Centre-Val de Loire;36;11;3611;Neuvy-Saint-Sépulchre;25;14931;15222
24;Centre-Val de Loire;36;12;3612;Saint-Gaultier;34;16089;16394
24;Centre-Val de Loire;36;13;3613;Valençay;28;17087;17442
24;Centre-Val de Loire;37;01;3701;Amboise;14;28071;28788
24;Centre-Val de Loire;37;02;3702;Ballan-Miré;7;25662;26084
24;Centre-Val de Loire;37;03;3703;Bléré;17;26522;27010
24;Centre-Val de Loire;37;04;3704;Château-Renault;35;38430;39197
24;Centre-Val de Loire;37;05;3705;Chinon;27;35174;36026
24;Centre-Val de Loire;37;06;3706;Descartes;38;24104;24571
24;Centre-Val de Loire;37;07;3707;Joué-lès-Tours;1;38183;38592
24;Centre-Val de Loire;37;08;3708;Langeais;29;35189;35748
24;Centre-Val de Loire;37;09;3709;Loches;28;24718;25613
24;Centre-Val de Loire;37;10;3710;Montlouis-sur-Loire;5;35450;36056
24;Centre-Val de Loire;37;11;3711;Monts;10;38327;39061
24;Centre-Val de Loire;37;12;3712;Saint-Cyr-sur-Loire;5;37725;38798
24;Centre-Val de Loire;37;13;3713;Sainte-Maure-de-Touraine;43;26701;27181
24;Centre-Val de Loire;37;14;3714;Saint-Pierre-des-Corps;2;30909;31517
24;Centre-Val de Loire;37;15;3715;Tours-1;1;42379;43213
24;Centre-Val de Loire;37;16;3716;Tours-2;1;31296;31696
24;Centre-Val de Loire;37;17;3717;Tours-3;1;31355;32052
24;Centre-Val de Loire;37;18;3718;Tours-4;1;32628;33155
24;Centre-Val de Loire;37;19;3719;Vouvray;10;29337;29931
84;Auvergne-Rhône-Alpes;38;01;3801;Bièvre;44;45505;46619
84;Auvergne-Rhône-Alpes;38;02;3802;Bourgoin-Jallieu;14;55774;57025
84;Auvergne-Rhône-Alpes;38;03;3803;Chartreuse-Guiers;23;36256;37086
84;Auvergne-Rhône-Alpes;38;04;3804;Charvieu-Chavagneux;24;57682;58578
84;Auvergne-Rhône-Alpes;38;05;3805;Échirolles;3;47490;47808
84;Auvergne-Rhône-Alpes;38;06;3806;Fontaine-Seyssinet;4;38970;39540
84;Auvergne-Rhône-Alpes;38;07;3807;Fontaine-Vercors;10;38835;39785
84;Auvergne-Rhône-Alpes;38;08;3808;Le Grand-Lemps;30;37335;38106
84;Auvergne-Rhône-Alpes;38;09;3809;Grenoble-1;1;45199;46036
84;Auvergne-Rhône-Alpes;38;10;3810;Grenoble-2;8;48345;48922
84;Auvergne-Rhône-Alpes;38;11;3811;Grenoble-3;1;48689;49439
84;Auvergne-Rhône-Alpes;38;12;3812;Grenoble-4;1;43224;43687
84;Auvergne-Rhône-Alpes;38;13;3813;Le Haut-Grésivaudan;24;43837;44884
84;Auvergne-Rhône-Alpes;38;14;3814;L'Isle-d'Abeau;13;54107;55039
84;Auvergne-Rhône-Alpes;38;15;3815;Matheysine-Trièves;70;29519;30294
84;Auvergne-Rhône-Alpes;38;16;3816;Meylan;8;45720;47102
84;Auvergne-Rhône-Alpes;38;17;3817;Morestel;23;38836;39696
84;Auvergne-Rhône-Alpes;38;18;3818;Le Moyen Grésivaudan;15;45040;46341
84;Auvergne-Rhône-Alpes;38;19;3819;Oisans-Romanche;30;32787;33502
84;Auvergne-Rhône-Alpes;38;20;3820;Le Pont-de-Claix;12;47466;48171
84;Auvergne-Rhône-Alpes;38;21;3821;Roussillon;27;47671;48459
84;Auvergne-Rhône-Alpes;38;22;3822;Saint-Martin-d'Hères;4;48539;48922
84;Auvergne-Rhône-Alpes;38;23;3823;Le Sud Grésivaudan;44;41652;42658
84;Auvergne-Rhône-Alpes;38;24;3824;La Tour-du-Pin;17;37724;38740
84;Auvergne-Rhône-Alpes;38;25;3825;Tullins;13;39064;39775
84;Auvergne-Rhône-Alpes;38;26;3826;La Verpillière;16;47055;47801
84;Auvergne-Rhône-Alpes;38;27;3827;Vienne-1;10;43978;44548
84;Auvergne-Rhône-Alpes;38;28;3828;Vienne-2;18;50471;51446
84;Auvergne-Rhône-Alpes;38;29;3829;Voiron;10;48178;49879
27;Bourgogne-Franche-Comté;39;01;3901;Arbois;36;11617;12117
27;Bourgogne-Franche-Comté;39;02;3902;Authume;45;13875;14233
27;Bourgogne-Franche-Comté;39;03;3903;Bletterans;58;17486;17875
27;Bourgogne-Franche-Comté;39;04;3904;Champagnole;32;16626;17367
27;Bourgogne-Franche-Comté;39;05;3905;Dole-1;5;18909;19512
27;Bourgogne-Franche-Comté;39;06;3906;Dole-2;7;16962;17486
27;Bourgogne-Franche-Comté;39;07;3907;Lons-le-Saunier-1;9;14504;15413
27;Bourgogne-Franche-Comté;39;08;3908;Lons-le-Saunier-2;12;14567;15177
27;Bourgogne-Franche-Comté;39;09;3909;Moirans-en-Montagne;50;14266;14662
27;Bourgogne-Franche-Comté;39;10;3910;Mont-sous-Vaudrey;39;16834;17417
27;Bourgogne-Franche-Comté;39;11;3911;Hauts de Bienne;7;15650;16200
27;Bourgogne-Franche-Comté;39;12;3912;Poligny;42;17349;18177
27;Bourgogne-Franche-Comté;39;13;3913;Saint-Amour;33;13465;13918
27;Bourgogne-Franche-Comté;39;14;3914;Saint-Claude;6;10708;11011
27;Bourgogne-Franche-Comté;39;15;3915;Saint-Laurent-en-Grandvaux;66;16045;16518
27;Bourgogne-Franche-Comté;39;16;3916;Coteaux du Lizon;20;11634;12017
27;Bourgogne-Franche-Comté;39;17;3917;Tavaux;29;18058;18433
75;Nouvelle-Aquitaine;40;01;4001;Adour Armagnac;35;23871;24827
75;Nouvelle-Aquitaine;40;02;4002;Chalosse Tursan;50;26080;26706
75;Nouvelle-Aquitaine;40;03;4003;Côte d'Argent;16;25141;25688
75;Nouvelle-Aquitaine;40;04;4004;Coteau de Chalosse;50;25834;26545
75;Nouvelle-Aquitaine;40;05;4005;Dax-1;11;26794;27633
75;Nouvelle-Aquitaine;40;06;4006;Dax-2;10;30788;32061
75;Nouvelle-Aquitaine;40;07;4007;Grands Lacs;13;35871;36661
75;Nouvelle-Aquitaine;40;08;4008;Haute Lande Armagnac;47;22498;23231
75;Nouvelle-Aquitaine;40;09;4009;Marensin Sud;12;32711;33428
75;Nouvelle-Aquitaine;40;10;4010;Mont-de-Marsan-1;10;26223;27277
75;Nouvelle-Aquitaine;40;11;4011;Mont-de-Marsan-2;9;28878;29915
75;Nouvelle-Aquitaine;40;12;4012;Orthe et Arrigans;24;24183;24843
75;Nouvelle-Aquitaine;40;13;4013;Pays morcenais tarusate;23;27334;27903
75;Nouvelle-Aquitaine;40;14;4014;Pays Tyrossais;11;37558;38501
75;Nouvelle-Aquitaine;40;15;4015;Seignanx;8;29212;29831
24;Centre-Val de Loire;41;01;4101;La Beauce;34;24287;24769
24;Centre-Val de Loire;41;02;4102;Blois-1;1;21196;21405
24;Centre-Val de Loire;41;03;4103;Blois-2;6;24243;25031
24;Centre-Val de Loire;41;04;4104;Blois-3;11;20813;21794
24;Centre-Val de Loire;41;05;4105;Chambord;23;25603;26056
24;Centre-Val de Loire;41;06;4106;Montoire-sur-le-Loir;46;21780;22420
24;Centre-Val de Loire;41;07;4107;Montrichard Val de Cher;14;21055;21600
24;Centre-Val de Loire;41;08;4108;Veuzain-sur-Loire;21;19859;20373
24;Centre-Val de Loire;41;09;4109;Le Perche;46;22559;23000
24;Centre-Val de Loire;41;10;4110;Romorantin-Lanthenay;6;20190;20692
24;Centre-Val de Loire;41;11;4111;Saint-Aignan;16;18617;19007
24;Centre-Val de Loire;41;12;4112;Selles-sur-Cher;17;20977;21341
24;Centre-Val de Loire;41;13;4113;La Sologne;14;21949;22355
24;Centre-Val de Loire;41;14;4114;Vendôme;8;23069;24135
24;Centre-Val de Loire;41;15;4115;Vineuil;8;22307;22907
84;Auvergne-Rhône-Alpes;42;01;4201;Andrézieux-Bouthéon;15;45755;46541
84;Auvergne-Rhône-Alpes;42;02;4202;Boën-sur-Lignon;51;29837;30628
84;Auvergne-Rhône-Alpes;42;03;4203;Charlieu;31;29593;30595
84;Auvergne-Rhône-Alpes;42;04;4204;Le Coteau;29;33076;33969
84;Auvergne-Rhône-Alpes;42;05;4205;Feurs;33;38827;39727
84;Auvergne-Rhône-Alpes;42;06;4206;Firminy;5;31054;31375
84;Auvergne-Rhône-Alpes;42;07;4207;Montbrison;31;42212;43561
84;Auvergne-Rhône-Alpes;42;08;4208;Le Pilat;35;35886;36831
84;Auvergne-Rhône-Alpes;42;09;4209;Renaison;36;29559;30347
